"Time","T0104","","T0104","","T0104","","T0104","","T0104","","T0104","","T0104",""
"and","10.00","","400.00","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Temp. aria (°C)","","Umidita' aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 03/01/2019,         0.0,      1,       -11.7,      1,        47.7,    145,          14,    145,         3.6,    145,       791.9,    145,      4732.5,    145
00:00:00 04/01/2019,         0.0,      1,       -10.0,      1,        54.5,    145,          46,    145,         2.7,    145,       793.2,    145,      4611.2,    145
00:00:00 05/01/2019,         0.0,      1,        -4.3,      1,        61.2,    145,         336,    145,         3.9,    145,       791.3,    145,      4738.8,    145
00:00:00 06/01/2019,         0.0,      1,        -3.2,      1,        53.3,    145,          26,    145,         4.7,    145,       792.0,    145,      4046.4,    145
00:00:00 07/01/2019,         0.0,      1,        -4.5,      1,        60.1,    145,         293,    145,         2.2,    145,       795.2,    145,      4990.2,    145
00:00:00 08/01/2019,         0.2,      1,        -4.4,      1,        56.2,    145,         270,    145,         2.9,    145,       786.7,    145,      4604.2,    145
00:00:00 09/01/2019,         0.8,      1,        -9.0,      1,        65.6,    145,         355,    145,         3.2,    145,       778.4,    145,      3474.5,    145
00:00:00 10/01/2019,         0.0,      1,        -9.4,      1,        51.4,    145,          33,    145,         2.7,    145,       782.1,    145,      5959.5,    145
00:00:00 11/01/2019,         0.0,      1,       -10.9,      1,        53.4,    145,         265,    145,         1.5,    145,       786.9,    145,      5268.3,    145
00:00:00 12/01/2019,         0.0,      1,        -3.4,      1,        52.8,    145,         265,    145,         2.2,    145,       788.3,    145,      4419.3,    145
00:00:00 13/01/2019,         0.0,      1,        -2.9,      1,        69.5,    145,         252,    145,         3.5,    145,       782.8,    145,      5139.8,    145
00:00:00 14/01/2019,         1.6,      1,        -4.8,      1,        75.8,    145,         270,    145,         3.5,    145,       779.3,    145,      4399.3,    145
00:00:00 15/01/2019,         0.0,      1,        -6.2,      1,        49.7,    145,         292,    145,         3.4,    145,       788.1,    145,      5478.9,    145
00:00:00 16/01/2019,         0.0,      1,        -2.9,      1,        57.3,    145,         273,    145,         2.4,    145,       789.8,    145,      5817.8,    145
00:00:00 17/01/2019,         1.0,      1,        -3.9,      1,        94.6,    145,         255,    145,         2.3,    145,       785.3,    145,      1735.1,    145
00:00:00 18/01/2019,         3.4,      1,        -7.5,      1,        82.5,    145,         147,    145,         1.4,    145,       784.0,    145,      2871.4,    145
00:00:00 19/01/2019,         0.0,      1,        -9.1,      1,        95.1,    145,         287,    145,         1.0,    145,       784.4,    145,      1679.5,    145
00:00:00 20/01/2019,         0.0,      1,        -9.1,      1,        72.8,    145,          21,    145,         1.5,    145,       783.4,    145,      2763.2,    145
00:00:00 21/01/2019,         0.0,      1,        -8.6,      1,        69.2,    145,          61,    145,         1.3,    145,       785.7,    145,      3287.0,    145
00:00:00 22/01/2019,         0.0,      1,        -8.0,      1,        55.8,    145,          54,    145,         1.3,    145,       778.5,    145,      3342.1,    145
00:00:00 23/01/2019,         2.0,      1,       -10.3,      1,        88.5,    145,          59,    145,         1.6,    145,       768.5,    145,      2020.9,    145
00:00:00 24/01/2019,         0.0,      1,       -10.1,      1,        83.2,    145,          59,    145,         1.9,    145,       772.7,    145,      3155.9,    145
00:00:00 25/01/2019,         0.0,      1,       -10.3,      1,        62.5,    145,         281,    145,         1.9,    145,       778.0,    145,      4271.5,    145
00:00:00 26/01/2019,         0.0,      1,        -2.0,      1,        56.6,    145,         310,    145,         3.0,    145,       782.5,    145,      6584.8,    145
00:00:00 27/01/2019,         5.2,      1,        -4.5,      1,        77.6,    145,         263,    145,         2.0,    145,       774.6,    145,      3563.5,    145
00:00:00 28/01/2019,         0.0,      1,        -7.5,      1,        74.7,    145,          23,    145,         2.4,    145,       770.3,    145,      2136.0,    145
00:00:00 29/01/2019,         0.0,      1,        -9.0,      1,        59.5,    145,         340,    145,         1.8,    145,       776.4,    145,      8854.4,    145
00:00:00 30/01/2019,         1.8,      1,       -10.3,      1,        87.4,    145,         269,    145,         1.5,    145,       771.6,    145,      5828.6,    145
00:00:00 31/01/2019,         1.0,      1,        -9.7,      1,        90.7,    145,         118,    145,         1.7,    145,       773.1,    145,      4183.4,    145
00:00:00 01/02/2019,        39.8,      1,        -4.6,      1,        99.4,    145,          90,    145,         2.8,    145,       774.2,    145,      2399.0,    145
00:00:00 02/02/2019,        29.8,    140,        -2.6,      1,       100.0,    145,          88,    145,         3.1,    145,       773.7,    145,      2118.8,    145
00:00:00 03/02/2019,         0.0,    140,        -5.4,      1,        99.8,    145,          62,    145,         1.6,    145,       778.4,    145,      3969.8,    145
00:00:00 04/02/2019,         1.8,    140,        -8.3,      1,        96.2,    145,         347,    145,         1.0,    145,       793.2,    145,      6959.6,    145
00:00:00 05/02/2019,         6.2,     90,        -4.1,      1,        48.4,    145,          54,    145,         1.4,    145,       795.5,    145,      9969.3,    145
00:00:00 06/02/2019,         8.0,     90,        -0.4,      1,        28.9,    145,         355,    145,         1.1,    145,       796.8,    145,     10152.8,    145
00:00:00 07/02/2019,         3.8,     90,        -1.7,      1,        49.2,    145,         325,    145,         1.4,    145,       791.9,    145,      9233.9,    145
00:00:00 08/02/2019,         3.2,     90,        -3.7,      1,        87.9,    145,         329,    145,         1.0,    145,       791.6,    145,      6690.0,    145
00:00:00 09/02/2019,         2.4,     90,        -4.2,      1,        85.9,    145,         277,    145,         2.1,    145,       790.7,    145,     10898.8,    145
00:00:00 10/02/2019,         0.0,     90,        -3.1,      1,        91.3,    145,         258,    145,         2.7,    145,       786.4,    145,      3577.8,    145
00:00:00 11/02/2019,         0.4,     90,        -6.3,      1,        57.9,    145,         348,    145,         5.1,    145,       783.5,    145,      6676.0,    145
00:00:00 12/02/2019,         0.0,     90,        -5.9,      1,        43.5,    145,         351,    145,         4.2,    145,       794.7,    145,     11433.0,    145
00:00:00 13/02/2019,         1.6,     90,        -2.4,      1,        51.4,    145,         278,    145,         1.9,    145,       803.3,    145,     10356.1,    145
00:00:00 14/02/2019,         0.0,      1,         2.0,      1,        36.6,    145,         281,    145,         1.7,    145,       806.0,    145,     10995.2,    145
00:00:00 15/02/2019,         0.0,      1,         3.2,      1,        27.2,    145,         320,    145,         1.4,    145,       804.8,    145,     11886.9,    145
00:00:00 16/02/2019,         0.0,      1,         4.4,      1,        23.1,    145,         326,    145,         1.2,    145,       804.1,    145,     12063.6,    145
00:00:00 17/02/2019,         0.0,      1,         4.2,      1,        24.9,    145,         336,    145,         1.3,    145,       801.9,    145,     12141.3,    145
00:00:00 18/02/2019,         0.0,      1,         3.1,      1,        29.4,    145,         293,    145,         1.7,    145,       798.1,    145,     12508.3,    145
00:00:00 19/02/2019,         0.0,      1,         0.7,      1,        39.0,    145,         280,    145,         1.7,    145,       794.9,    145,     12635.6,    145
00:00:00 20/02/2019,         0.0,      1,         0.1,      1,        48.4,    145,         314,    145,         1.0,    145,       796.8,    145,     11872.6,    145
00:00:00 21/02/2019,         1.0,      1,         0.8,      1,        47.6,    145,         274,    145,         2.0,    145,       799.8,    145,     11847.5,    145
00:00:00 22/02/2019,         0.0,      1,         0.4,      1,        53.6,    145,          12,    145,         3.0,    145,       799.5,    145,      8856.7,    145
00:00:00 23/02/2019,         0.0,      1,        -0.7,      1,        34.1,    145,          56,    145,         2.3,    145,       801.7,    145,     13193.6,    145
00:00:00 24/02/2019,         0.0,      1,        -0.1,      1,        43.1,    145,         357,    145,         1.6,    145,       804.3,    145,      8650.0,    145
00:00:00 25/02/2019,         0.0,      1,         3.5,      1,        44.4,    145,          74,    145,         1.7,    145,       806.0,    145,     13297.2,    145
00:00:00 26/02/2019,         0.0,      1,         4.6,      1,        26.9,    145,         307,    145,         1.7,    145,       804.3,    145,      7326.7,    145
00:00:00 27/02/2019,         0.0,      1,         4.2,      1,        45.2,    145,         293,    145,         1.9,    145,       801.3,    145,     13900.6,    145
00:00:00 28/02/2019,         0.0,      1,         5.3,      1,        37.0,    145,         281,    145,         2.5,    145,       795.7,    145,     13557.1,    145
00:00:00 01/03/2019,         0.0,      1,        -0.1,      1,        54.2,    145,          29,    145,         1.7,    145,       789.3,    145,      6826.0,    145
00:00:00 02/03/2019,         0.0,      1,        -1.0,      1,        55.0,    145,         292,    145,         1.8,    145,       790.4,    145,     13536.2,    145
00:00:00 03/03/2019,         0.0,      1,        -0.4,      1,        54.8,    145,         265,    145,         2.1,    145,       792.3,    145,     14629.5,    145
00:00:00 04/03/2019,         2.6,      1,        -1.2,      1,        76.5,    145,         250,    145,         3.6,    145,       785.4,    145,     10055.0,    145
00:00:00 05/03/2019,         0.0,      1,        -2.7,      1,        49.2,    145,         261,    145,         2.7,    145,       786.6,    145,     15547.1,    145
00:00:00 06/03/2019,         0.0,      1,        -1.5,      1,        63.6,    145,         242,    145,         2.3,    145,       790.6,    145,     13380.0,    145
00:00:00 07/03/2019,        15.6,      1,        -1.0,      1,        96.3,    145,         245,    145,         3.5,    145,       786.9,    145,      3451.8,    145
00:00:00 08/03/2019,         4.6,      1,        -1.0,      1,        92.9,    145,         246,    145,         2.1,    145,       791.0,    145,     15177.5,    145
00:00:00 09/03/2019,         0.2,      1,        -0.4,      1,        84.9,    145,         256,    145,         2.4,    145,       794.5,    145,     15406.9,    145
00:00:00 10/03/2019,         0.0,      1,         1.7,      1,        65.4,    145,         256,    145,         3.1,    145,       791.8,    145,     15292.8,    145
00:00:00 11/03/2019,         0.2,      1,        -4.3,      1,        48.2,    145,         291,    145,         4.3,    145,       788.8,    145,     13198.2,    145
00:00:00 12/03/2019,         0.0,      1,        -5.7,      1,        46.3,    145,         280,    145,         2.5,    145,       792.6,    145,     17647.7,    145
00:00:00 13/03/2019,         0.0,      1,        -4.6,      1,        48.0,    145,         277,    145,         1.5,    145,       786.2,    145,     10869.8,    145
00:00:00 14/03/2019,         0.0,      1,        -4.7,      1,        59.4,    145,         258,    145,         3.2,    145,       784.8,    145,     12648.1,    145
00:00:00 15/03/2019,         1.2,      1,        -0.4,      1,        78.5,    145,         256,    145,         3.7,    145,       786.6,    145,     18236.6,    145
00:00:00 16/03/2019,         0.0,      1,         4.3,      1,        47.5,    145,         251,    145,         3.2,    145,       791.6,    145,     16364.8,    145
00:00:00 17/03/2019,         0.0,      1,         1.5,      1,        68.4,    145,         252,    145,         2.4,    145,       789.6,    145,     18652.5,    145
00:00:00 18/03/2019,        11.0,      1,        -5.1,      1,        79.4,    145,         358,    145,         2.7,    145,       787.7,    145,      8893.5,    145
00:00:00 19/03/2019,         0.0,      1,        -6.4,      1,        55.5,    145,          62,    145,         1.9,    145,       793.3,    145,     20175.3,    145
00:00:00 20/03/2019,         0.0,      1,        -5.2,      1,        53.3,    145,          81,    145,         2.1,    145,       799.1,    145,     20057.2,    145
00:00:00 21/03/2019,         0.0,      1,         0.6,      1,        29.0,    145,          73,    145,         2.8,    145,       803.0,    145,     20604.2,    145
00:00:00 22/03/2019,         0.0,      1,         4.8,      1,        23.2,    145,          72,    145,         1.9,    145,       804.1,    145,     21187.9,    145
00:00:00 23/03/2019,         0.0,      1,         6.1,      1,        34.4,    145,          62,    145,         1.5,    145,       802.4,    145,     21548.8,    145
00:00:00 24/03/2019,         0.0,      1,         5.7,      1,        45.8,    145,         278,    145,         2.0,    145,       798.9,    145,     21366.8,    145
00:00:00 25/03/2019,         0.0,      1,         0.9,      1,        49.2,    145,         297,    145,         3.1,    145,       790.4,    145,     17169.1,    145
00:00:00 26/03/2019,         0.0,      1,        -4.1,      1,        38.2,    145,          66,    145,         3.8,    145,       792.9,    145,     21764.0,    145
00:00:00 27/03/2019,         0.0,      1,        -3.7,      1,        57.7,    145,          72,    145,         2.2,    145,       796.9,    145,     13730.9,    145
00:00:00 28/03/2019,         0.0,      1,        -1.7,      1,        60.7,    145,          82,    145,         2.4,    145,       800.1,    145,     22650.1,    145
00:00:00 29/03/2019,         0.0,      1,         0.0,      1,        62.7,    145,          71,    145,         1.4,    145,       802.5,    145,     24260.8,    145
00:00:00 30/03/2019,         0.0,      1,         4.6,      1,        26.4,    145,          55,    145,         1.4,    145,       799.9,    145,     23316.5,    145
00:00:00 31/03/2019,         0.0,      1,         4.3,      1,        40.7,    145,          53,    145,         1.7,    145,       795.7,    145,     23184.0,    145
00:00:00 01/04/2019,         4.8,      1,         2.5,      1,        61.0,    145,          68,    145,         1.7,    145,       794.7,    145,     18237.6,    145
00:00:00 02/04/2019,         1.6,      1,         2.1,      1,        72.6,    145,         286,    145,         1.9,    145,       792.3,    145,     17606.5,    145
00:00:00 03/04/2019,        14.0,      1,        -1.5,      1,        99.4,    145,         156,    145,         2.1,    145,       785.5,    145,      3074.3,    145
00:00:00 04/04/2019,        55.6,      1,        -2.0,      1,       100.0,    145,          87,    145,         3.3,    145,       778.5,    145,      5441.2,    145
00:00:00 05/04/2019,        51.6,      1,        -0.5,      1,       100.0,    145,          74,    145,         2.2,    145,       779.0,    145,     11421.2,    145
00:00:00 06/04/2019,         0.6,      1,        -0.4,      1,        97.7,    145,         173,    145,         1.7,    145,       783.3,    145,     13021.8,    145
00:00:00 07/04/2019,         2.2,      1,        -1.2,      1,        92.4,    145,          70,    145,         1.7,    145,       783.4,    145,     12169.7,    145
00:00:00 08/04/2019,         6.6,      1,        -0.4,      1,        96.3,    145,          61,    145,         1.9,    145,       784.9,    145,      9660.2,    145
00:00:00 09/04/2019,        15.2,      1,         0.4,      1,        95.5,    145,          61,    145,         1.3,    145,       785.7,    145,      9822.2,    145
00:00:00 10/04/2019,         7.2,      1,         0.7,      1,        93.8,    145,          70,    145,         1.9,    145,       784.7,    145,     13446.3,    145
00:00:00 11/04/2019,         5.8,      1,         0.0,      1,        99.0,    145,          63,    145,         3.3,    145,       786.3,    145,      9606.3,    145
00:00:00 12/04/2019,         9.8,      1,         0.0,      1,        93.8,    145,          56,    145,         0.9,    145,       788.4,    145,     14584.2,    145
00:00:00 13/04/2019,        11.2,      1,        -1.5,      1,        97.3,    145,"",    151,"",    151,       788.3,    145,"",    151
00:00:00 14/04/2019,        14.0,      1,        -2.6,      1,        98.9,    145,          67,    145,         3.1,    145,       787.5,    145,      3811.7,    145
00:00:00 15/04/2019,         0.2,      1,        -0.9,      1,        84.9,    145,          58,    145,         2.1,    145,       794.0,    145,     11372.5,    145
00:00:00 16/04/2019,         0.0,      1,         0.0,      1,        80.7,    145,         268,    145,         1.2,    145,       794.9,    145,     15326.4,    145
00:00:00 17/04/2019,         0.0,      1,         2.3,      1,        63.9,    145,          12,    145,         1.0,    145,       797.2,    145,     22300.1,    145
00:00:00 18/04/2019,         0.0,      1,         2.0,      1,        80.4,    145,          64,    145,         1.5,    145,       800.7,    145,     18974.2,    145
00:00:00 19/04/2019,         0.2,      1,         2.9,      1,        72.7,    145,          67,    145,         1.4,    145,       804.2,    145,     28644.8,    145
00:00:00 20/04/2019,         0.0,      1,         4.8,      1,        52.6,    145,          46,    145,         1.1,    145,       803.7,    145,     28393.6,    145
00:00:00 21/04/2019,         0.0,      1,         5.2,      1,        58.1,    145,         286,    145,         1.5,    145,       799.1,    145,     25809.3,    145
00:00:00 22/04/2019,         0.0,      1,         3.5,      1,        63.1,    145,          62,    145,         1.7,    145,       792.4,    145,     24528.6,    145
00:00:00 23/04/2019,        23.8,      1,        -0.2,      1,       100.0,    145,          78,    145,         3.6,    145,       786.3,    145,      9650.2,    145
00:00:00 24/04/2019,        16.4,      1,         2.2,      1,        98.7,    145,         220,    145,         2.3,    145,       792.0,    145,      8354.6,    145
00:00:00 25/04/2019,         3.0,      1,         3.5,      1,        89.1,    145,         249,    145,         3.1,    145,       796.3,    145,     12236.8,    145
00:00:00 26/04/2019,        19.6,      1,         2.0,      1,        96.1,    145,         216,    145,         2.6,    145,       792.6,    145,      8802.8,    145
00:00:00 27/04/2019,         0.0,      1,         0.6,      1,        70.6,    145,         302,    145,         1.6,    145,       791.9,    145,     28302.7,    145
00:00:00 28/04/2019,        49.2,      1,        -3.8,      1,        99.6,    145,          90,    145,         2.8,    145,       788.9,    145,      7557.7,    145
00:00:00 29/04/2019,        14.0,      1,        -2.5,      1,        88.6,    145,          34,    145,         2.9,    145,       789.1,    145,     23082.3,    145
00:00:00 30/04/2019,         0.0,      1,         0.7,      1,        68.3,    145,         314,    145,         2.2,    145,       790.3,    145,     20520.4,    145
00:00:00 01/05/2019,         0.0,      1,         2.9,      1,        55.1,    145,         323,    145,         1.5,    145,       791.8,    145,     28666.7,    145
00:00:00 02/05/2019,         0.0,      1,         3.3,      1,        76.4,    145,         251,    145,         2.7,    145,       790.4,    145,     25619.9,    145
00:00:00 03/05/2019,        11.0,      1,         0.9,      1,        90.3,    145,          23,    145,         0.9,    145,       786.7,    145,     13875.5,    145
00:00:00 04/05/2019,        11.0,      1,         0.3,      1,        94.9,    145,"",    151,"",    151,       782.1,    145,"",    151
00:00:00 05/05/2019,        32.4,      1,        -5.4,      1,        98.8,    145,          65,    145,         4.2,    145,       779.9,    145,     10664.7,    145
00:00:00 06/05/2019,         0.0,      1,        -4.7,      1,        82.2,    145,         351,    145,         1.3,    140,       787.3,    145,     23545.9,    145
00:00:00 07/05/2019,         0.0,      1,        -1.9,      1,        70.7,    145,         261,    145,         2.5,    140,       792.1,    145,     28326.0,    145
00:00:00 08/05/2019,         2.0,      1,        -0.8,      1,        96.9,    145,         267,    145,         1.5,    140,       789.4,    145,      7774.2,    145
00:00:00 09/05/2019,         2.0,      1,         1.4,      1,        85.2,    145,         255,    145,         1.9,    140,       784.2,    145,     23128.4,    145
00:00:00 10/05/2019,         0.2,      1,         3.3,      1,        81.6,    145,         251,    145,         1.5,    140,       789.9,    145,     19523.4,    145
00:00:00 11/05/2019,        14.4,      1,         1.9,      1,        96.7,    145,          77,    145,         1.6,    140,       791.4,    145,      8867.8,    145
00:00:00 12/05/2019,         6.8,      1,        -1.1,      1,        91.9,    145,          58,    145,         3.8,    140,       792.6,    145,      2585.2,    145
00:00:00 13/05/2019,         0.2,      1,         1.0,      1,        76.3,    145,          67,    145,         4.3,    140,       797.3,    145,     17877.1,    145
00:00:00 14/05/2019,         0.0,      1,        -1.5,      1,        59.0,    145,          29,    145,         3.5,    140,       793.7,    145,     31740.5,    145
00:00:00 15/05/2019,         2.2,      1,        -1.5,      1,        87.4,    145,          60,    145,         2.7,    140,       789.4,    145,     18524.2,    145
00:00:00 16/05/2019,         0.6,      1,         1.1,      1,        89.2,    145,          49,    145,         1.4,    140,       789.0,    145,     17797.2,    145
00:00:00 17/05/2019,         1.8,      1,         1.6,      1,        93.4,    145,          94,    145,         1.5,    140,       788.1,    145,     16845.0,    145
00:00:00 18/05/2019,        21.4,      1,         0.0,      1,       100.0,    145,          74,    145,         3.5,    140,       786.5,    145,      9771.1,    145
00:00:00 19/05/2019,        33.8,      1,         0.9,      1,        99.9,    145,          53,    145,         1.6,    140,       784.6,    145,     12239.8,    145
00:00:00 20/05/2019,        13.0,      1,         1.4,      1,        97.8,    145,         350,    145,         0.0,    140,       784.0,    145,     10294.6,    145
00:00:00 21/05/2019,         0.2,      1,         3.6,      1,        49.7,    145,         261,    145,         1.1,    140,       788.5,    145,     15155.6,    145
00:00:00 22/05/2019,         0.0,      1,         5.6,      1,        73.4,    145,         343,    145,         0.1,    140,       793.8,    145,     25678.0,    145
00:00:00 23/05/2019,         0.0,      1,         6.1,      1,        69.9,    145,           2,    145,         0.2,    140,       795.5,    145,     24273.5,    145
00:00:00 24/05/2019,         0.0,      1,         7.2,      1,        70.4,    145,         347,    145,         0.2,    140,       794.6,    145,     32605.9,    145
00:00:00 25/05/2019,         4.2,      1,         5.3,      1,        92.3,    145,           4,    145,         0.1,    140,       795.2,    145,     17084.1,    145
00:00:00 26/05/2019,         3.6,      1,         5.2,      1,        86.8,    145,          46,    145,         0.3,    140,       795.2,    145,     20445.4,    145
00:00:00 27/05/2019,        12.6,      1,         3.7,      1,        99.9,    145,          42,    145,         0.8,    140,       790.5,    145,      4769.1,    145
00:00:00 28/05/2019,        20.0,      1,         3.4,      1,        97.0,    145,          23,    145,         1.1,    140,       786.1,    145,     14663.6,    145
00:00:00 29/05/2019,         2.0,      1,         2.1,      1,        88.0,    145,          48,    145,         2.2,    140,       791.2,    145,     16540.9,    145
00:00:00 30/05/2019,         0.0,      1,         4.2,      1,        78.0,    145,           9,    145,         0.1,    140,       798.8,    145,     16578.0,    145
00:00:00 31/05/2019,         0.0,      1,         6.5,      1,        58.4,    145,          30,    145,         0.6,    140,       801.7,    145,     33399.3,    145
00:00:00 01/06/2019,         0.0,      1,         9.4,      1,        58.1,    145,           6,    145,         0.0,    140,       801.8,    145,     33297.4,    145
00:00:00 02/06/2019,         0.0,      1,        10.8,      1,        67.4,    145,         353,    145,         0.1,    140,       800.9,    145,     26833.9,    145
00:00:00 03/06/2019,         1.2,      1,        10.9,      1,        74.8,    145,         340,    145,         0.8,    140,       799.5,    145,     23614.8,    145
00:00:00 04/06/2019,         5.0,      1,        10.6,      1,        72.0,    145,         353,    145,         0.4,    140,       797.6,    145,     15466.2,    145
00:00:00 05/06/2019,         1.0,      1,        10.8,      1,        81.2,    145,         357,    145,         0.0,    140,       794.9,    145,     19252.4,    145
00:00:00 06/06/2019,         0.8,      1,         9.1,      1,        80.2,    145,         339,    145,         0.1,    140,       795.2,    145,     19132.7,    145
00:00:00 07/06/2019,         0.0,      1,         9.9,      1,        70.7,    145,         320,    145,         0.2,    140,       798.6,    145,     31212.6,    145
00:00:00 08/06/2019,         0.0,      1,        11.4,      1,        70.4,    145,         330,    145,         0.1,    140,       801.9,    145,     32358.2,    145
00:00:00 09/06/2019,         0.2,      1,        11.9,      1,        72.0,    145,         345,    145,         0.3,    140,       803.5,    145,     24044.2,    145
00:00:00 10/06/2019,         0.0,      1,        12.5,      1,        71.1,    145,           1,    145,         0.3,    140,       799.1,    145,     16600.9,    145
00:00:00 11/06/2019,         9.2,      1,        12.6,      1,        68.6,    145,          55,    145,         0.2,    140,       795.6,    145,     25890.2,    145
00:00:00 12/06/2019,         6.2,      1,        11.2,      1,        82.9,    145,          23,    145,         0.0,    140,       795.7,    145,     17989.4,    145
00:00:00 13/06/2019,         0.0,      1,        11.4,      1,        67.9,    145,         323,    145,         0.1,    140,       798.3,    145,     33094.8,    145
00:00:00 14/06/2019,         0.0,      1,        14.6,      1,        40.1,    145,         343,    145,         0.1,    140,       802.3,    145,     28545.9,    145
00:00:00 15/06/2019,         2.6,      1,        13.3,      1,        69.4,    145,           9,    145,         0.0,    140,       799.5,    145,     16796.9,    145
00:00:00 16/06/2019,         4.4,      1,        12.4,      1,        69.0,    145,           7,    145,         0.0,    140,       798.7,    145,     20220.7,    145
00:00:00 17/06/2019,         2.0,      1,        11.2,      1,        73.1,    145,           5,    145,         0.1,    140,       800.2,    145,     22788.6,    145
00:00:00 18/06/2019,         0.6,      1,        11.3,      1,        82.3,    145,           0,    145,         0.0,    140,       799.6,    145,     17495.0,    145
00:00:00 19/06/2019,         2.6,      1,        11.9,      1,        80.6,    145,         345,    145,         0.0,    140,       797.8,    145,     20430.6,    145
00:00:00 20/06/2019,         0.8,      1,        11.8,      1,        74.7,    145,         339,    145,         0.2,    140,       797.2,    145,     22992.7,    145
00:00:00 21/06/2019,         8.4,      1,        10.6,      1,        82.8,    145,          12,    145,         0.1,    140,       799.4,    145,     16584.6,    145
00:00:00 22/06/2019,        18.0,      1,         8.2,      1,        92.3,    145,           9,    145,         0.2,    140,       798.3,    145,      8386.9,    145
00:00:00 23/06/2019,         0.0,      1,        11.0,      1,        80.3,    145,           2,    145,         0.0,    140,       798.7,    145,     15615.5,    145
00:00:00 24/06/2019,         0.0,      1,        14.0,      1,        77.7,    145,           1,    145,         0.0,    140,       803.5,    145,     23052.8,    145
00:00:00 25/06/2019,         0.0,      1,        15.7,      1,        85.7,    145,           4,    145,         0.0,    140,       807.0,    145,     26902.7,    145
00:00:00 26/06/2019,         0.0,      1,        17.9,      1,        80.6,    145,           8,    145,         0.0,    140,       809.1,    145,     30165.8,    145
00:00:00 27/06/2019,         0.0,      1,        20.9,      1,        43.7,    145,           5,    145,         0.1,    140,       807.3,    145,     32664.8,    145
00:00:00 28/06/2019,         0.0,      1,        18.5,      1,        46.4,    145,         341,    145,         0.1,    140,       803.8,    145,     32941.8,    145
00:00:00 29/06/2019,         0.0,      1,        15.9,      1,        71.8,    145,           5,    145,         0.0,    140,       804.0,    145,     29988.5,    145
00:00:00 30/06/2019,         0.2,      1,        16.7,      1,        79.7,    145,           7,    145,         0.0,    140,       805.3,    145,     24827.7,    145
00:00:00 01/07/2019,         1.0,      1,        15.7,      1,        77.6,    145,          10,    145,         0.1,    140,       803.8,    145,     23010.2,    145
00:00:00 02/07/2019,         0.6,      1,        14.2,      1,        66.6,    145,           8,    145,         0.0,    140,       801.5,    145,     20598.5,    145
00:00:00 03/07/2019,        24.6,      1,        11.8,      1,        81.8,    145,           9,    145,         0.3,    140,       801.2,    145,     12918.9,    145
00:00:00 04/07/2019,         0.4,      1,        13.0,      1,        66.7,    145,         358,    145,         0.0,    140,       801.8,    145,     23626.8,    145
00:00:00 05/07/2019,         0.2,      1,        14.7,      1,        66.7,    145,         343,    145,         0.0,    140,       800.9,    145,     31500.0,    145
00:00:00 06/07/2019,         6.2,      1,        14.5,      1,        71.6,    145,         306,    145,         0.5,    140,       798.7,    145,     25455.3,    145
00:00:00 07/07/2019,         3.8,      1,        13.2,      1,        64.1,    145,         319,    145,         0.3,    140,       795.5,    145,     23903.1,    145
00:00:00 08/07/2019,         1.2,      1,        11.8,      1,        67.0,    145,         320,    145,         0.1,    140,       796.6,    145,     22144.2,    145
00:00:00 09/07/2019,         0.2,      1,        11.0,      1,        85.9,    145,         347,    145,         0.0,    140,       795.9,    145,     17387.0,    145
00:00:00 10/07/2019,         0.2,      1,        10.3,      1,        72.5,    145,         355,    145,         0.0,    140,       795.7,    145,     31581.3,    145
00:00:00 11/07/2019,         6.8,      1,         9.0,      1,        89.7,    145,         324,    145,         0.0,    140,       796.2,    145,     19708.1,    145
00:00:00 12/07/2019,         1.2,      1,         9.6,      1,        77.2,    145,         353,    145,         0.0,    140,       795.7,    145,     21843.4,    145
00:00:00 13/07/2019,         0.2,      1,         9.3,      1,        60.2,    145,         348,    145,         0.1,    140,       795.0,    145,     23103.9,    145
00:00:00 14/07/2019,         0.0,      1,         8.7,      1,        69.3,    145,           2,    145,         0.0,    140,       795.2,    145,     19032.6,    145
00:00:00 15/07/2019,        10.2,      1,         7.7,      1,        89.0,    145,          19,    145,         0.2,    140,       794.7,    145,     18451.0,    145
00:00:00 16/07/2019,         0.2,      1,        10.3,      1,        72.6,    145,         358,    145,         0.0,    140,       797.0,    145,     25905.8,    145
00:00:00 17/07/2019,         7.4,      1,        11.3,      1,        75.3,    145,         353,    145,         0.1,    140,       797.0,    145,     21134.8,    145
00:00:00 18/07/2019,        12.4,      1,         9.7,      1,        81.2,    145,           2,    145,         0.0,    140,       796.8,    145,     14685.2,    145
00:00:00 19/07/2019,         0.2,      1,        11.3,      1,        79.3,    145,         360,    145,         0.0,    140,       799.9,    145,     16199.0,    145
00:00:00 20/07/2019,         4.0,      1,        13.3,      1,        82.6,    145,         354,    145,         0.1,    140,       802.1,    145,     26526.9,    145
00:00:00 21/07/2019,         0.2,      1,        13.7,      1,        85.2,    145,           2,    145,         0.0,    140,       804.3,    145,     19795.8,    145
00:00:00 22/07/2019,         0.0,      1,        15.2,      1,        80.1,    145,         357,    145,         0.0,    140,       806.6,    145,     26070.5,    145
